"World Development Indicators",

"2017-08-02",

"Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"BHS","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.12073490732163","4.14242172607155","3.19282806724407","3.04659136895844","2.76247132182225","2.70562770332581","2.67929032638868","2.74501868165056","2.9701159838949","3.14409888601326","3.3119753729955","3.65991578013619","3.89409097006865","3.94809686476566","3.90539595137723","3.97576872613167","4.05866113770536","4.13185473651959","3.9685928099341","4.19169219371907","","",
"BIH","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.67934752056358","5.41868280674552","4.62940324381","4.81943181466845","4.1789719310751","3.05617820359229","2.84771193731344","2.58793251224578","2.4622809278561","3.87056113639357","3.63022316090145","3.30340448099861","3.03585413678835","2.7690427280745","2.83696529544583","2.78939477795709","2.78901182624843","2.85954262649882","2.83453933402768","2.75893888844644","","",
"BLR","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.94630281112088","1.53897799591603","1.16524275620141","1.36773867581237","1.44758119072418","1.5023938514783","1.8848105683792","1.9095754830275","1.72352484330952","1.66383834240731","1.86360749301073","1.88639791695188","1.98630270466214","2.07761349904865","2.18959872845763","1.23939854583795","1.4511013929552","1.14246572965334","2.04977439276631","1.94596632891519","","",
"BLZ","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.61366379306404","1.58322919693196","1.65654084080994","1.64045141788541","1.63144489180728","1.88445598482545","1.91302012891747","1.92272863110681","1.94542859310037","1.88675093782639","1.8047620845362","1.73149222069142","1.73827064482217","1.80214380438019","1.94521761733321","1.98746619374313","1.87961632450453","1.87531693429947","2.01348890352112","1.90929219488663","","",
"BMU","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BOL","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.61717021603724","1.64998432081622","1.50231428971174","1.97757144865167","2.59364453123906","2.42448789186508","2.56737610098966","2.42756432920077","1.80783182793767","1.72333909489597","1.8055225313155","1.67349455478524","1.55481645701934","1.59537492571149","1.81350998866595","1.78001712450594","1.73962157570019","1.78462492827333","1.72663741409216","1.76944975310932","","",
"BRA","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.71020201652508","4.00649525487376","3.81804023788545","3.76268035668297","3.95732950602157","4.19527319513647","4.14967800386526","3.94706752683821","3.86263574512163","3.74425959929936","4.83511807960639","4.86305513764197","4.82544165098974","4.62640746974125","4.80774142057908","4.48122958718842","4.43616971410736","4.59954658018771","4.65581749843577","4.49107370511541","","",
"BRB","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.67051324229654","1.60379303265034","1.77672894700546","1.68817241387372","1.73321668409117","1.76310306173034","1.77518595348999","1.79890172187064","1.97175348341585","1.99447246363216","1.91442888293207","1.85895201539167","1.88077430804428","1.95865070731601","2.06900636453529","2.15906262347821","2.51376386297788","2.58773861431341","2.66883643725055","2.72467078108594","","",
"BRN","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.670982115156687","0.707346458165799","0.718496630421512","0.737282383590746","0.631977937612976","0.455334429548722","0.482377004472927","0.468858822432946","0.497218136971043","0.483433694783538","0.408793041694827","0.314373998293453","0.279060620240073","0.213671144640707","0.256765219300162","0.213192152939561","0.179171218987325","0.188177693324165","0.205018820887939","0.162595013269004","","",
"BTN","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.32166048383606","1.38901156005453","1.76107985765731","1.8155119985163","1.87898277534033","1.58726506647963","1.06355621236574","1.14461994030001","1.15508594516924","1.21394752518594","1.11454699466074","0.97810824973822","0.759766711704522","1.01741567416057","1.13654670808264","0.626966632970624","0.588564248229416","1.00298479934283","1.0209703865547","0.957975156279175","","",
"BWA","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.94938398900338","1.91478063095684","1.8655892279526","1.67709380364601","1.58034587932005","1.74393010865247","1.58287220181377","1.57888075401099","1.67806474566104","1.67063204291368","1.53323267430641","1.45042170071426","1.39735337889562","1.62204911128976","1.8936334985041","2.09819038461219","2.01315068790625","2.31680635901801","2.33112255980566","2.2181181651861","","",
"CAF","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.23969951841794","2.4689377462527","2.37327983426953","2.33109819232647","2.20086623340648","2.13339387372762","2.08582784343019","2.1027382945343","2.23239482739139","2.25633293889152","2.17540918131666","2.06473882516068","2.00748328088642","2.01440417497122","2.07967639776588","1.92028781662726","1.89250234553148","1.85481685252351","1.90872969557458","2.14327914657687","","",
"CAN","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.54784798020532","2.52423688686033","2.57097649720891","2.59845057924122","2.62221113118214","2.5701349615871","2.73096452929352","2.8556552121123","2.8460712670145","2.8360369515087","2.84903931357858","2.96236830131177","2.94138264331949","2.96801334733526","3.25893434431959","3.31673658813859","3.14450378207215","3.12806766907648","3.08950188904957","3.03765011431999","","",
"CEB","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.14508279144157","1.22090272043192","1.22998845778758","1.46817153464632","1.37873910712485","1.43847198103012","1.49247845293817","1.55273076094874","1.59316813566264","1.76930634909037","1.71449907412846","1.71384299779686","1.71649619192122","1.7796906798184","1.93843119617611","1.88430061611649","1.87143420339708","1.90725979376175","1.84202406763877","1.82435759003939","","",
"CHE","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.33488233242505","4.42287181241418","4.35619520391764","4.46490183386201","4.48736811030024","4.41587432129044","4.42872760309297","4.48279192485206","4.55416154416221","4.56089157321936","4.40353636548077","4.24598420183623","4.17743829399927","3.58521196853273","3.79082371718032","3.86373323274828","3.90721810901495","3.97681792790817","3.85733484122986","3.9641513648","","",
"CHI","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"CHL","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.01060191620966","4.39844062103935","4.64660207084563","4.93526444088902","4.92882853817243","4.58689999207099","4.60165072046167","4.59337842053226","4.65189386871636","4.29578900999865","4.15490472628734","3.66345901276647","3.68958906101972","3.92576488153439","3.92442616864445","3.67368030886575","3.67193990449669","3.76178169857883","3.89847324813723","3.93454824617699","","",
"CHN","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.74510450591942","2.02185651054139","2.24394114238908","2.52177628443032","2.65292829416548","2.83706640201652","2.93653905615894","3.07040073188855","3.07470292639418","2.9294139153822","2.85254965429815","2.68387909983569","2.29174082370936","2.29692847778159","2.41087269116219","2.23251969185811","2.21821142440235","2.31870170427537","2.38010265223159","2.45305339425526","","",
"CIV","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.72313864913294","4.88647235165905","5.06290898633515","5.40939022847423","4.72201032376563","4.21314016600333","3.55622889584051","3.05816833968343","3.31375305099887","3.76572825438612","4.11988780425406","4.51259305531272","4.91767135836272","4.67687588615533","4.7167171180815","4.64766848213136","4.78482848627861","4.25817762742109","4.01295572732963","4.03773507933155","","",
"CMR","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.96097309619857","4.274241176322","3.66575055451436","3.63859295607685","3.6003075861618","3.54663143351087","3.57149945283168","3.57273456639421","3.641671737515","3.60090532798133","3.63106327282602","3.60940743645379","3.69092731275568","4.1268992161109","3.78685571950399","3.77723506438948","2.63022801331992","3.27236747346912","3.28062763645281","3.1650378885995","","",
"COD","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0991837417789","2.92080385094299","3.41377808761649","4.08560238428567","3.55662109769789","1.40154003808172","2.522677990434","2.42708349485558","2.50374001551908","2.62160336954084","2.3921540678265","2.44668981181052","2.40130386479293","2.35791000900966","3.2502083391306","2.98038363736395","2.27959291797096","2.07809247245564","2.56333351866642","2.72987714009393","","",
"COG","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.28711834442315","1.14130336128828","1.18684476192708","1.51997530500316","1.31223714791421","0.902457528019601","1.10180425050559","1.16480543736969","1.31032830412564","1.18562078519209","0.987109811253141","0.878675534993384","0.991939497410812","0.846548885243252","1.12444394023665","0.906269478231682","0.812776431387101","0.82692508716726","1.03732995003923","0.939490507984924","","",
"COL","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.03628026441637","3.09305137408976","3.36162682558056","2.62300744946731","2.21263806841442","1.22275824627649","1.26947987869143","1.11925339177684","1.02341551348831","1.28790958592365","1.49981952298232","1.57666239464438","1.7138398910923","1.92192871411284","1.86413336582369","1.78187160178331","1.61962432242953","1.65595793646981","1.62428163385488","1.79135539567156","","",
"COM","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.73356348400528","1.76630076602612","1.90765686366698","1.85917640254834","1.90368215127518","2.03287705338316","1.76474420051047","1.71816241772258","1.83438167060461","1.94863771465491","2.04244216773573","2.06420745588934","2.12746191961489","2.03605035736476","2.09473248041161","4.37039462158108","4.44029079456902","4.46063265851054","4.50619032519032","4.53032278837456","","",
"CPV","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.03488467477581","0.883546271683459","0.869617948311001","1.31190801029117","1.22389296622802","1.28703824795811","1.27488992567124","1.27980725645534","1.25049557765402","1.2719239713512","1.20838115700728","1.15220004678635","0.915479864452182","0.92526041977709","1.00322630654184","1.39972865504089","1.26243544101654","1.2690384604729","1.17296641757954","1.20246921741011","","",
"CRI","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.53035090336125","1.58527974400333","1.51155498336368","1.49494737859181","1.4679653149909","1.51168545007391","1.76137374882995","1.94218085787445","1.99896205311777","2.14513078267775","2.27402589126096","2.42587187641555","2.7420220145813","2.74384301671186","2.66439885528978","2.56485522908651","2.57968580408082","2.55945707403356","2.55208353486589","2.54551076961293","","",
"CSS","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.44804056302021","2.46485841726119","2.56184355065715","2.31675221621075","2.36731515677181","2.365503352434","2.4395515370944","2.27924877785832","2.44330894978869","2.46770180050256","2.51052982231418","2.36325805159025","2.56605692402608","2.53652524599089","2.83591399459729","2.54998945639662","2.65329527518523","2.87728291864086","2.85043294830678","2.84974920565817","","",
"CUB","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.503447244590166","0.499654239435801","0.5124930025265","0.543972397579013","0.528815136984134","0.556188083167032","0.599685007891315","0.770458225463449","0.665988886043703","0.669453548415768","0.649795282853353","0.589946171969278","0.536486728821647","0.499949018726556","0.497755990495049","0.49045349015447","0.525908789856317","0.502443953375052","0.519734668586828","0.485137941006048","","",
"CUW","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"CYM","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"CYP","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.03849611548216","3.43065475797573","3.58211213290921","3.24531294477549","3.2093435782466","3.36595597630538","3.33337584206184","3.36909465185608","3.74784619610664","3.6045375068668","3.70640948898166","3.61428027177187","3.47448782950293","4.0413414855973","4.09072892668325","3.77683557438295","3.99652645655269","3.99104976538641","3.94247956253281","4.03559239818172","","",
"CZE","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.609907177307015","0.598328201007005","0.621828785265026","0.614188223295121","0.604321126176459","0.611227499450027","0.657285086393445","0.647548422475672","0.727342847842653","0.748971620290528","0.879898884678707","0.888294215597807","0.965712738740395","1.19011134677488","1.27574112221986","1.20696223039958","1.18632809131401","1.20617635608929","1.17340727677324","1.14593515661754","","",
"DEU","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.75251913282315","1.79653890275365","1.94824491024174","2.0088794758662","2.03638952394034","2.10439030706796","2.12032937993691","2.21831448135483","2.32635760830781","2.45104861213731","2.5108437706719","2.48248198010341","2.44788578936702","2.49072895767208","2.69339262134376","2.67582924388834","2.62511468352433","2.63080519432058","2.59534461518442","2.59976334604059","","",
"DJI","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.56675001758263","1.65372985525896","1.76523132988769","1.84457717908916","1.81114806392795","1.85323333954231","1.88616246415784","1.93208444449706","2.05338901774074","2.16282241294525","2.27531686643802","2.34848543308242","2.38322405794751","2.30394678212459","2.41395542822459","3.6915257410394","3.69153539804026","3.68823169037729","3.8174085337256","3.8174085328456","","",
"DMA","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.69120903264531","1.65190108463724","1.620484523341","1.5841981379418","1.6273177191143","1.36841345054625","1.37668814982088","1.42074704665683","1.41462495231041","1.34419210836892","1.57109739908346","1.44571871940676","1.58989181118386","1.57396116036288","1.60667231750177","1.67258610078651","1.65872839728627","1.68574325564924","1.76782233648088","1.71785971585267","","",
"DNK","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.41994713283637","1.44396197006666","1.44459912196559","1.46147995783949","1.4366203453871","1.40390413037911","1.43964073442238","1.44783742322308","1.46949108583372","1.52205049887417","1.51670563637963","1.524767122646","1.5582823670571","1.56181551890196","1.71607229717038","1.64802042694703","1.59669279006078","1.56415882764901","1.65379718824654","1.64622285131083","","",
"DOM","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.05513243430474","3.77632521988267","3.78117713020915","3.64150023155898","3.66210796004944","3.70967344456739","3.66822863487836","3.77988982900168","3.71315559323783","2.89211660831022","2.77556746326789","2.56274703280069","2.35103174918766","2.14505211244573","2.16529238892408","1.79850483259152","1.6145477532005","1.56231571116563","1.49556097239561","1.44840191151954","","",
"DZA","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.02793017393526","0.846887160484184","1.04129199407516","1.06610139605023","1.05058365769438","0.930459699528884","0.86614769980658","0.877790139712013","0.7987897169482","0.977815187767994","0.954934935782999","1.02026775931798","1.11584111881508","1.13910751686115","1.52145903017948","1.5239461539134","1.51719903249066","1.62286183032945","1.93602363138588","1.96303251044821","","",
"EAP","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.69737302976791","1.87748826343471","2.00375570488105","2.28678742623853","2.35016013937475","2.45074685955101","2.56693213591508","2.65384408063431","2.680576114995","2.5866670114344","2.61532181213212","2.4693916900804","2.17810536919349","2.18599679495472","2.30416153710854","2.13751611027638","2.13316781651381","2.22730826977396","2.28916739631119","2.35765761405162","","",
"EAR","Health expenditure private (% of GDP)","SH.XPD.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.49310273017264","2.40595872649834","2.5161581298102","2.59912234869877","2.67188045924032","2.65634238221971","2.81382889966714","2.7181717958994","2.79565450783747","2.72168988388671","2.73576417285622","2.66646847565743","2.67394793410549","2.61128577863778","2.7612124431821","2.7000736925567","2.59892504378479","2.6150407029836","2.60212283801236","2.60577691688015","","",
